Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr),Predicted
2013-01-25,6024.5,6080.55,6014.45,6074.65,147587200,6384.65,6070.2666
2013-01-28,6082.1,6088.4,6061.4,6074.8,113113004,5592.39,6085.6665
2013-01-29,6064.7,6111.8,6042.45,6049.9,157553752,8261.34,6094.763
2013-01-30,6065.0,6071.95,6044.15,6055.75,124222858,6220.8,6117.689
2013-01-31,6045.65,6058.05,6025.15,6034.75,168516750,8753.14,6080.1147
2013-02-01,6040.95,6052.95,5983.2,5998.9,159271140,6189.27,6063.9185
2013-02-04,6025.2,6038.5,5981.25,5987.25,141741868,6166.05,6059.025
2013-02-05,5948.2,5970.35,5946.9,5956.9,136227506,5332.28,6045.694
2013-02-06,5988.05,5990.9,5953.15,5959.2,157815926,5865.83,5979.816
2013-02-07,5936.45,5978.5,5927.6,5938.8,157647191,5555.4,5995.962
2013-02-08,5929.1,5953.7,5883.65,5903.5,192607376,6761.75,5986.9272
2013-02-11,5920.05,5924.15,5879.1,5897.85,121958667,5506.43,5962.5503
2013-02-12,5894.35,5927.65,5886.45,5922.5,142844560,4844.11,5932.7026
2013-02-13,5943.15,5969.5,5922.95,5932.95,142636632,5714.83,5934.601
2013-02-14,5933.2,5940.2,5884.55,5896.95,143830565,7125.55,5975.663
2013-02-15,5869.95,5899.95,5853.9,5887.4,125091945,5187.91,5950.424
2013-02-18,5888.65,5911.0,5878.45,5898.2,114284193,4187.19,5909.1
2013-02-19,5900.2,5947.55,5883.15,5939.7,100984778,3743.8,5917.186
2013-02-20,5966.3,5971.0,5937.55,5943.05,135354164,5330.7,5954.0293
2013-02-21,5909.65,5921.15,5844.4,5852.25,159401234,6407.29,5979.1865
2013-02-22,5837.95,5873.8,5835.8,5850.3,157046865,5487.58,5932.127
2013-02-25,5870.55,5878.4,5825.0,5854.75,125128736,4851.54,5882.8047
2013-02-26,5838.3,5838.85,5748.6,5761.35,157360222,5842.04,5884.869
2013-02-27,5784.9,5818.2,5749.7,5796.9,175165933,6202.31,5849.1777
2013-02-28,5834.35,5849.9,5671.9,5693.05,334852895,12964.2,5827.3755
2013-03-01,5702.45,5739.45,5679.9,5719.7,174517984,6877.59,5856.6553
2013-03-04,5704.7,5712.0,5663.6,5698.5,144887325,5778.72,5754.734
2013-03-05,5722.45,5790.1,5722.4,5784.25,154406134,6321.31,5720.042
2013-03-06,5816.4,5828.7,5795.05,5818.6,156901392,6244.47,5793.1445
2013-03-07,5801.3,5878.0,5801.3,5863.3,134679762,5676.89,5836.8433
2013-03-08,5883.65,5952.85,5883.0,5945.7,150781148,6214.19,5884.885
2013-03-11,5946.1,5971.2,5930.35,5942.35,125384918,5688.38,5957.5293
2013-03-12,5944.6,5952.0,5893.65,5914.1,115944389,5098.38,5978.125
2013-03-13,5884.8,5893.85,5842.25,5851.2,116710808,4950.09,5958.774
2013-03-14,5845.95,5920.15,5791.75,5908.95,149008437,7204.09,5901.216
2013-03-15,5914.9,5945.65,5861.0,5872.6,152156666,6984.19,5923.3047
2013-03-18,5816.75,5850.2,5814.35,5835.25,102663402,4690.01,5951.514
2013-03-19,5859.5,5863.6,5724.3,5745.95,182311867,8255.03,5862.618
2013-03-20,5740.55,5745.3,5682.3,5694.4,187624850,7103.68,5868.218
2013-03-21,5705.9,5757.75,5647.95,5658.75,179177573,7053.93,5758.396
2013-03-22,5659.8,5691.45,5631.8,5651.35,165293291,5909.38,5762.004
2013-03-25,5707.3,5718.4,5624.4,5633.85,150388821,5683.44,5702.3857
2013-03-26,5613.75,5655.3,5612.05,5641.6,126500524,4939.19,5723.0547
2013-03-28,5647.75,5692.95,5604.85,5682.55,209658945,8372.35,5666.5127
2013-04-01,5697.35,5720.95,5675.9,5704.4,97779717,3683.38,5696.255
2013-04-02,5701.7,5754.6,5687.15,5748.1,106423845,4262.15,5725.9785
2013-04-03,5740.2,5744.95,5650.1,5672.9,140713330,5313.95,5759.3076
2013-04-04,5640.65,5644.45,5565.65,5574.75,134586976,5000.44,5751.699
2013-04-05,5568.1,5577.3,5534.7,5553.25,137461477,5281.57,5655.4663
2013-04-08,5550.5,5569.2,5537.05,5542.95,97021471,3673.21,5584.784
2013-04-09,5568.75,5603.05,5487.0,5495.1,138184712,5485.91,5574.0566
2013-04-10,5536.25,5569.25,5477.2,5558.7,128558760,5387.08,5607.696
2013-04-11,5601.65,5610.65,5542.85,5594.0,146828501,6469.38,5580.2476
2013-04-12,5520.7,5544.5,5494.9,5528.55,127323273,7447.27,5615.132
2013-04-15,5508.5,5592.85,5500.3,5568.4,142918219,7133.92,5556.7153
2013-04-16,5562.45,5699.25,5555.85,5688.95,142679244,5943.06,5594.98
2013-04-17,5708.65,5732.15,5669.0,5688.7,154575403,7304.1,5699.1025
2013-04-18,5682.7,5794.35,5681.85,5783.1,149883469,6588.7,5738.429
2013-04-22,5789.85,5844.85,5789.8,5834.4,135095797,6073.25,5797.006
2013-04-23,5843.1,5844.3,5791.55,5836.9,132218357,5366.87,5847.5127
2013-04-25,5856.1,5924.6,5853.3,5916.3,199597725,9211.66,5849.0444
2013-04-26,5899.75,5907.05,5860.5,5871.45,141311877,6840.01,5923.9907
2013-04-29,5877.6,5918.65,5868.8,5904.1,118882089,5364.86,5912.816
2013-04-30,5932.6,5962.3,5867.8,5930.2,153186197,6699.02,5921.449
2013-05-02,5911.4,6019.45,5910.95,5999.35,162376438,7277.43,5963.867
2013-05-03,5993.5,6000.3,5930.15,5944.0,145754275,6590.91,6021.536
2013-05-06,5944.9,5976.5,5928.45,5971.05,110166713,4612.49,6005.7744
2013-05-07,5983.45,6050.5,5982.95,6043.55,136372981,5572.16,5979.957
2013-05-08,6064.15,6083.55,6024.95,6069.3,122278698,5159.97,6049.2373
2013-05-09,6078.35,6084.7,6040.45,6050.15,109997276,5164.76,6086.2104
2013-05-10,6046.25,6105.3,6045.6,6094.75,111351573,5162.22,6087.8403
2013-05-11,6088.2,6114.55,6084.15,6107.25,7991165,355.74,6106.283
2013-05-13,6098.2,6104.95,5972.9,5980.45,107948706,4633.05,6115.964
2013-05-14,5989.7,6026.2,5970.05,5995.4,119265483,4921.65,6106.9434
2013-05-15,6018.85,6157.1,6018.85,6146.75,153892843,7240.73,6030.464
2013-05-16,6128.25,6187.3,6128.25,6169.9,158635506,6733.31,6153.151
2013-05-17,6172.95,6199.95,6146.15,6187.3,147280254,5870.44,6191.9287
2013-05-20,6198.0,6229.45,6146.05,6156.9,122252978,5589.97,6203.723
2013-05-21,6152.35,6180.25,6102.35,6114.1,130589228,5122.71,6231.2666
2013-05-22,6127.05,6147.6,6074.45,6094.5,133763685,5837.19,6184.2812
2013-05-23,6050.4,6081.45,5955.7,5967.05,198930489,8230.1,6150.0356
2013-05-24,6010.7,6015.3,5936.8,5983.55,161622562,6193.0,6086.083
2013-05-27,5989.4,6099.9,5975.55,6083.15,115115365,4961.15,6020.866
2013-05-28,6086.35,6127.65,6055.4,6111.25,139668916,5481.14,6101.3706
2013-05-29,6120.45,6125.05,6069.8,6104.3,120205054,5135.8,6135.3057
2013-05-30,6072.15,6133.75,6072.15,6124.05,194092801,7794.82,6132.8037
2013-05-31,6098.7,6106.25,5975.55,5985.95,175311989,7223.11,6139.2603
2013-06-03,5997.35,6011.0,5916.35,5939.3,112123535,5702.24,6112.561
2013-06-04,5941.1,5981.6,5910.25,5919.45,114450873,4990.51,6019.2754
2013-06-05,5908.3,5935.2,5883.7,5923.85,110223279,4691.39,5986.878
2013-06-06,5895.0,5956.55,5869.5,5921.4,114174694,4961.54,5943.6885
2013-06-07,5900.05,5972.7,5871.3,5881.0,118346364,4888.65,5963.3853
2013-06-10,5907.9,5931.65,5857.4,5878.0,100130739,4304.75,5981.6763
2013-06-11,5848.75,5868.05,5780.35,5788.8,180902123,6695.57,5943.064
2013-06-12,5771.75,5792.9,5738.6,5760.2,140394424,5894.04,5878.822
2013-06-13,5709.35,5729.85,5683.1,5699.1,142041404,5462.45,5803.638
2013-06-14,5748.95,5819.4,5739.4,5808.4,124410018,5121.33,5740.5093
2013-06-17,5820.4,5854.9,5770.25,5850.05,107160887,4560.84,5822.962
2013-06-18,5841.9,5863.4,5804.3,5813.6,117541145,4591.91,5865.239
2013-06-19,5805.75,5828.4,5777.9,5822.25,115539008,4643.17,5874.3076
2013-06-20,5754.15,5755.0,5645.65,5655.9,198400131,7148.0,5839.4336
2013-06-21,5639.9,5686.15,5616.85,5667.65,182410583,6697.18,5766.399
2013-06-24,5638.05,5640.0,5566.25,5590.25,193488581,6308.88,5696.837
2013-06-25,5606.95,5666.25,5570.25,5609.1,196571543,6792.49,5650.434
2013-06-26,5627.95,5635.25,5579.35,5588.7,160095940,5939.3,5673.7983
2013-06-27,5647.95,5699.35,5630.95,5682.35,239029425,9184.29,5648.4707
2013-06-28,5749.5,5852.95,5749.5,5842.2,214402430,8753.33,5705.5903
2013-07-01,5834.1,5904.35,5822.2,5898.85,144794030,5405.72,5855.2485
2013-07-02,5885.5,5898.8,5852.3,5857.55,145721790,5163.09,5913.8643
2013-07-03,5811.95,5815.0,5760.4,5770.9,160523863,5219.24,5907.688
2013-07-04,5794.75,5848.2,5786.05,5836.95,151929179,5429.87,5824.6113
2013-07-05,5889.95,5900.45,5858.45,5867.9,123586417,4303.93,5849.889
2013-07-08,5833.15,5833.85,5775.55,5811.55,127624733,4823.52,5904.4497
2013-07-09,5834.6,5864.95,5834.6,5859.0,110427867,4661.55,5845.646
2013-07-10,5869.9,5879.35,5802.85,5816.7,117516350,4820.53,5869.4385
2013-07-11,5894.5,5948.85,5887.95,5935.1,120195681,4882.29,5885.822
2013-07-12,6000.5,6019.0,5951.15,6009.0,127707078,6591.27,5952.631
2013-07-15,5991.2,6038.2,5980.95,6030.8,116275729,4641.97,6023.4365
2013-07-16,5930.8,5966.05,5910.95,5955.25,151162819,5915.8,6044.0376
2013-07-17,5972.25,5989.8,5926.75,5973.3,191516153,8349.59,5973.2837
2013-07-18,5984.7,6051.1,5974.55,6038.05,171728134,7774.83,5990.3604
2013-07-19,6057.2,6066.85,6020.25,6029.2,163311714,7987.75,6052.3857
2013-07-22,6009.75,6064.15,6004.25,6031.8,115168337,5117.19,6071.861
2013-07-23,6064.3,6093.35,6061.3,6077.8,126469251,5459.62,6068.8584
2013-07-24,6032.2,6047.25,5962.6,5990.5,151931749,6413.64,6095.864
2013-07-25,5970.4,5990.65,5896.4,5907.5,237081135,8762.77,6052.9165
2013-07-26,5937.95,5944.5,5869.5,5886.2,174535664,6419.86,5995.458
2013-07-29,5869.95,5886.0,5825.8,5831.65,173430612,4812.3,5948.9565
2013-07-30,5836.05,5861.3,5747.6,5755.05,181489174,6006.91,5892.197
2013-07-31,5738.35,5752.1,5675.75,5742.0,235469131,8717.16,5866.6963
2013-08-01,5776.9,5808.5,5676.85,5727.85,216762208,7164.04,5763.1387
2013-08-02,5750.05,5761.85,5649.0,5677.9,222494469,6350.26,5809.662
2013-08-05,5682.4,5721.0,5661.5,5685.4,197167952,5575.21,5771.6704
2013-08-06,5664.9,5664.9,5521.8,5542.25,216227972,6424.42,5729.226
2013-08-07,5549.3,5561.45,5486.85,5519.1,245010773,7725.23,5673.4253
2013-08-08,5510.05,5577.6,5510.05,5565.65,204918722,6968.85,5573.1855
2013-08-12,5606.7,5644.1,5557.1,5612.4,195708484,7063.92,5581.2856
2013-08-13,5600.25,5704.75,5578.9,5699.3,222997337,7073.34,5647.4146
2013-08-14,5715.4,5754.55,5690.2,5742.3,223656483,6970.2,5710.7295
2013-08-16,5705.45,5716.6,5496.05,5507.85,248094094,8807.27,5760.968
2013-08-19,5497.55,5499.65,5360.65,5414.75,219672819,6713.03,5726.864
2013-08-20,5353.45,5417.8,5306.35,5401.45,261052792,7982.22,5519.536
2013-08-21,5494.45,5504.1,5268.45,5302.55,255004311,8509.29,5426.256
2013-08-22,5282.8,5418.95,5254.05,5408.45,284468531,9075.86,5503.508
2013-08-23,5428.75,5478.8,5377.8,5471.75,251511910,7763.2,5437.1343
2013-08-26,5499.4,5528.7,5454.45,5476.5,241996358,6465.02,5484.1816
2013-08-27,5426.5,5427.4,5274.25,5287.45,306037010,8236.84,5535.6016
2013-08-28,5233.45,5317.7,5118.85,5285.0,335993745,10705.51,5445.102
2013-08-29,5316.5,5428.9,5303.0,5409.05,326499273,10580.48,5332.7515
2013-08-30,5407.45,5493.3,5360.2,5471.8,336401705,11431.52,5424.4844
2013-09-02,5480.25,5564.9,5478.85,5550.75,214232444,6135.94,5497.274
2013-09-03,5574.7,5580.95,5323.75,5341.45,250298844,7304.81,5569.125
2013-09-04,5358.65,5460.25,5318.9,5448.1,237230494,7252.61,5587.962
2013-09-05,5553.75,5625.75,5552.7,5592.95,274937515,9484.19,5474.8027
2013-09-06,5617.45,5688.6,5566.15,5680.4,253030740,8821.54,5615.9727
2013-09-10,5738.5,5904.85,5738.2,5896.75,275244175,10307.97,5691.496
2013-09-11,5887.25,5924.35,5832.7,5913.15,265006808,7980.51,5899.2275
2013-09-12,5931.15,5932.0,5815.8,5850.7,272987246,7667.76,5931.5894
2013-09-13,5828.0,5884.3,5822.9,5850.6,190768447,6403.37,5934.4956
2013-09-16,5930.3,5957.25,5798.15,5840.55,219455842,7819.05,5886.9414
2013-09-17,5824.2,5857.8,5804.9,5850.2,157938740,5550.64,5953.2173
2013-09-18,5872.75,5916.9,5840.2,5899.45,153585493,5369.63,5865.291
2013-09-19,6044.15,6142.5,6040.15,6115.55,287191701,11291.28,5914.486
2013-09-20,6104.55,6130.95,5932.85,6012.1,318645265,11587.18,6136.7134
2013-09-23,5945.8,5989.4,5871.4,5889.75,188322506,6596.17,6138.6196
2013-09-24,5855.0,5938.4,5854.55,5892.45,187578148,7002.84,5995.4077
2013-09-25,5901.55,5910.55,5811.1,5873.85,200162195,6988.96,5935.8613
2013-09-26,5872.8,5917.65,5864.1,5882.25,220589737,7761.99,5909.322
2013-09-27,5905.55,5909.2,5819.3,5833.2,163067913,5303.31,5917.63
2013-09-30,5801.05,5810.2,5718.5,5735.3,155674706,5642.77,5911.7676
2013-10-01,5756.1,5786.45,5700.95,5780.05,159247089,5075.7,5817.054
2013-10-03,5819.1,5917.6,5802.7,5909.7,199793235,7481.97,5787.4897
2013-10-04,5891.3,5950.45,5885.0,5907.3,191469248,6052.47,5912.224
2013-10-07,5889.05,5912.0,5825.85,5906.15,156387945,5348.49,5954.1235
2013-10-08,5975.0,5981.7,5913.0,5928.4,158527593,5950.47,5917.0576
2013-10-09,5893.25,6015.5,5877.1,6007.45,192037125,6904.96,5979.0723
2013-10-10,6001.05,6033.95,5979.8,6020.95,159607329,6163.68,6016.668
2013-10-11,6104.85,6107.6,6046.4,6096.2,180834257,8283.09,6036.1895
2013-10-14,6093.0,6124.1,6082.9,6112.7,142173640,5989.37,6107.899
2013-10-15,6147.55,6156.3,6056.55,6089.05,218304334,6745.02,6128.188
2013-10-17,6098.5,6110.75,6032.55,6045.85,230561463,8158.31,6159.2925
2013-10-18,6070.9,6201.45,6070.9,6189.35,250339955,8353.23,6116.621
2013-10-21,6202.0,6218.95,6163.3,6204.95,196989071,7341.25,6202.073
2013-10-22,6192.3,6220.1,6181.8,6202.8,161943721,5850.72,6225.2236
2013-10-23,6209.55,6217.95,6116.6,6178.35,188285223,6921.65,6225.9653
2013-10-24,6162.8,6252.45,6142.95,6164.35,176235553,6737.2,6222.9673
2013-10-25,6154.0,6174.75,6125.95,6144.9,144531462,5582.82,6256.4556
2013-10-28,6155.1,6168.75,6094.1,6101.1,146340691,5282.79,6182.5996
2013-10-29,6107.55,6228.05,6079.2,6220.9,197348371,7572.87,6172.623
2013-10-30,6230.8,6269.2,6222.6,6251.7,177583848,6861.84,6231.8306
2013-10-31,6237.15,6309.05,6235.9,6299.15,239607127,9560.54,6275.794
2013-11-01,6289.75,6332.6,6286.95,6307.2,191639789,7371.92,6315.288
2013-11-03,6332.05,6342.95,6311.15,6317.35,23856924,858.24,6338.306
2013-11-05,6282.15,6304.75,6244.3,6253.15,181053761,6598.06,6347.997
2013-11-06,6260.55,6269.7,6208.7,6215.15,157080263,5461.18,6310.2915
2013-11-07,6228.9,6288.95,6180.8,6187.25,168832431,6274.13,6274.648
2013-11-08,6170.15,6185.15,6120.95,6140.75,150051986,5977.34,6293.769
2013-11-11,6110.4,6141.65,6067.75,6078.8,146060450,5678.81,6195.0576
2013-11-12,6087.25,6108.7,6011.75,6018.05,153812590,5646.24,6148.5615
2013-11-13,5998.85,6042.25,5972.45,5989.6,162538228,6738.41,6117.0034
2013-11-14,6037.0,6101.65,6036.65,6056.15,154913925,5872.61,6053.0205
2013-11-18,6111.05,6196.8,6110.4,6189.0,163991212,6279.02,6107.9814
2013-11-19,6197.25,6212.4,6180.2,6203.35,161514064,6020.17,6204.9688
2013-11-20,6186.85,6204.35,6106.95,6122.9,155794838,5493.72,6223.673
2013-11-21,6096.5,6097.35,5985.4,5999.05,137232011,5457.87,6213.2593
2013-11-22,6027.35,6049.6,5972.8,5995.45,134755917,4804.74,6107.46
2013-11-25,6035.95,6123.5,6035.95,6115.35,127195086,5113.81,6056.441
2013-11-26,6099.25,6112.7,6047.75,6059.1,150661397,5975.26,6128.8833
2013-11-27,6062.7,6074.0,6030.3,6057.1,124875896,4780.5,6125.3477
2013-11-28,6092.0,6112.95,6068.3,6091.85,195315802,6589.55,6086.4927
2013-11-29,6103.9,6182.5,6103.8,6176.1,190711115,5487.36,6121.4478
2013-12-02,6171.15,6228.7,6171.15,6217.85,145948276,5294.15,6191.6255
2013-12-03,6204.25,6225.4,6191.4,6201.85,156852586,5474.29,6239.463
2013-12-04,6187.95,6209.15,6149.9,6160.95,186169067,5561.95,6236.29
2013-12-05,6262.45,6300.55,6232.0,6241.1,186060466,7519.34,6218.3896
2013-12-06,6234.4,6275.35,6230.75,6259.9,158539890,5692.11,6306.775
2013-12-09,6415.0,6415.25,6345.0,6363.9,198285630,8117.57,6286.9727
2013-12-10,6354.7,6362.25,6307.55,6332.85,242412856,8646.17,6421.818
2013-12-11,6307.2,6326.6,6280.25,6307.9,148196394,5672.66,6374.9966
2013-12-12,6276.75,6286.85,6230.55,6237.05,148533899,5175.39,6334.8115
2013-12-13,6201.3,6208.6,6161.4,6168.4,169650657,6403.01,6294.797
2013-12-16,6168.35,6183.25,6146.05,6154.7,146451539,5445.51,6218.3384
2013-12-17,6178.2,6190.55,6133.0,6139.05,154174701,5676.19,6192.035
2013-12-18,6129.95,6236.0,6129.95,6217.15,243250558,7498.21,6200.2803
2013-12-19,6253.9,6263.75,6150.7,6166.65,437039204,9005.49,6245.9097
2013-12-20,6179.95,6284.5,6170.35,6274.25,171969981,6359.37,6274.45
2013-12-23,6267.2,6317.5,6266.95,6284.5,131187586,4746.66,6293.9204
2013-12-24,6296.45,6301.5,6262.0,6268.4,107642909,3780.9,6325.395
2013-12-26,6270.1,6302.75,6259.45,6278.9,182310258,6457.23,6310.0625
2013-12-27,6292.8,6324.9,6289.4,6313.8,96867388,3797.25,6309.932
2013-12-30,6336.4,6344.05,6273.15,6291.1,101271820,3977.23,6332.423
2013-12-31,6307.35,6317.3,6287.3,6304.0,103439312,3032.11,6352.929
2014-01-01,6323.8,6327.2,6298.25,6301.65,69567668,2015.36,6327.42
2014-01-02,6301.25,6358.3,6211.3,6221.15,158132556,5249.79,6335.865
2014-01-03,6194.55,6221.7,6171.25,6211.15,139043889,5369.42,6367.644
2014-01-06,6220.85,6224.7,6170.25,6191.45,118344976,4722.67,6235.043
2014-01-07,6203.9,6221.5,6144.75,6162.25,138559000,5696.6,6231.836
2014-01-08,6178.05,6192.1,6160.35,6174.6,146912639,5816.54,6231.9507
2014-01-09,6181.7,6188.05,6148.25,6168.35,150064466,5908.02,6204.312
2014-01-10,6178.85,6239.1,6139.6,6171.45,159920407,7347.29,6198.948
2014-01-13,6189.55,6288.2,6189.55,6272.75,135009945,5984.02,6248.78
2014-01-14,6260.25,6280.35,6234.15,6241.85,110231153,4703.01,6299.041
2014-01-15,6265.95,6325.2,6265.3,6320.9,145922867,6422.97,6291.917
2014-01-16,6341.35,6346.5,6299.85,6318.9,153420441,6758.63,6333.7056
2014-01-17,6306.25,6327.1,6246.35,6261.65,167719501,7895.92,6356.267
2014-01-20,6261.75,6307.45,6243.35,6303.95,122136071,5499.51,6337.383
2014-01-21,6320.15,6330.3,6297.9,6313.8,141728380,5831.26,6316.9966
2014-01-22,6309.05,6349.95,6287.45,6338.95,137490525,5635.92,6339.5396
2014-01-23,6325.95,6355.6,6316.4,6345.65,120054602,5278.88,6360.944
2014-01-24,6301.65,6331.45,6263.9,6266.75,160270856,6209.06,6367.1743
2014-01-27,6186.3,6188.55,6130.25,6135.85,190442601,7091.1,6342.939
2014-01-28,6131.85,6163.6,6085.95,6126.25,184111740,7710.08,6201.6333
2014-01-29,6161.0,6170.45,6109.8,6120.25,146733030,6487.39,6171.911
2014-01-30,6067.0,6082.85,6027.25,6073.7,208061426,7694.04,6181.112
2014-01-31,6082.75,6097.85,6067.35,6089.5,146713083,5407.1,6098.191
2014-02-03,6058.8,6074.85,5994.45,6001.8,134893587,4635.69,6108.0083
2014-02-04,5947.6,6017.8,5933.3,6000.9,183252654,6075.02,6087.646
2014-02-05,6004.25,6028.05,5962.05,6022.4,166627311,5572.13,6031.058
2014-02-06,6028.35,6048.35,5965.4,6036.3,185503324,6291.97,6037.618
2014-02-07,6077.65,6079.95,6030.9,6063.2,181932292,5591.39,6058.8
2014-02-10,6072.8,6083.05,6046.4,6053.45,133070328,4762.89,6090.543
2014-02-11,6072.45,6081.85,6053.25,6062.7,150520900,5268.8,6094.5923
2014-02-12,6085.35,6106.6,6077.4,6084.0,138547391,5351.08,6092.523
2014-02-13,6087.55,6094.4,5991.1,6001.1,153652371,5037.18,6116.0435
2014-02-14,6023.75,6056.4,5984.6,6048.35,140204479,5539.7,6105.8022
2014-02-17,6057.1,6080.65,6038.3,6073.3,108492457,4455.65,6068.2197
2014-02-18,6071.3,6141.7,6066.8,6127.1,126639146,4592.38,6089.8813
2014-02-19,6132.05,6160.35,6125.75,6152.75,95248833,3735.52,6151.449
2014-02-20,6127.15,6129.1,6086.45,6091.45,132108928,4344.77,6172.607
2014-02-21,6108.3,6159.65,6108.0,6155.45,112596128,4001.93,6141.363
2014-02-24,6140.95,6191.85,6130.8,6186.1,144877047,4424.81,6168.018
2014-02-25,6205.7,6216.85,6176.6,6200.05,146259298,4782.95,6201.1953
2014-02-26,6202.45,6245.95,6202.1,6238.8,181663811,6641.33,6226.6797
2014-02-28,6228.45,6282.7,6228.1,6276.95,209914263,7869.42,6255.1733
2014-03-03,6264.35,6277.75,6212.25,6221.45,144562338,5040.12,6291.3716
2014-03-04,6216.75,6302.15,6215.7,6297.95,166818924,5550.29,6287.098
2014-03-05,6328.45,6336.25,6287.8,6328.65,160300066,5754.58,6309.6543
2014-03-06,6344.75,6406.6,6339.7,6401.15,180731810,5844.96,6344.055
2014-03-07,6413.95,6537.8,6413.55,6526.65,284922346,11368.15,6414.331
2014-03-10,6491.7,6562.2,6487.35,6537.25,242143703,9992.74,6546.045
2014-03-11,6537.35,6562.85,6494.25,6511.9,238994883,8268.67,6572.3687
2014-03-12,6497.5,6546.15,6487.3,6516.9,174977068,6176.54,6569.721
2014-03-13,6491.75,6561.45,6476.65,6493.1,167858387,8356.1,6551.7285
2014-03-14,6447.25,6518.45,6432.7,6504.2,177336088,7114.55,6567.2373
2014-03-18,6532.45,6574.95,6497.65,6516.65,179308616,7268.52,6526.244
2014-03-19,6530.0,6541.2,6506.0,6524.05,172464722,7666.24,6582.2036
2014-03-20,6508.35,6523.65,6473.25,6483.1,141984189,6280.76,6551.243
2014-03-21,6515.2,6522.9,6485.7,6493.2,189854420,8841.94,6531.9336
2014-03-22,6497.8,6502.65,6481.35,6494.9,9774392,373.66,6531.133
2014-03-24,6510.5,6591.5,6510.5,6583.5,158395722,6633.77,6511.6196
2014-03-25,6550.1,6595.55,6544.85,6589.75,168125064,6475.61,6600.0874
2014-03-26,6615.65,6627.45,6580.6,6601.4,186570474,7046.34,6606.7827
2014-03-27,6613.1,6673.95,6599.5,6641.75,312383468,12924.37,6636.712
2014-03-28,6673.05,6702.6,6643.8,6695.9,134114378,6862.55,6683.4053
2014-03-31,6723.15,6730.05,6662.4,6704.2,177579421,7743.3,6712.6475
2014-04-01,6729.5,6732.25,6675.45,6721.05,147136671,7174.14,6740.087
2014-04-02,6757.6,6763.5,6723.6,6752.55,173335875,8007.75,6742.446
2014-04-03,6772.05,6776.75,6696.9,6736.1,197546648,7738.58,6774.1465
2014-04-04,6741.85,6741.85,6685.15,6694.35,155127592,6676.88,6788.6416
2014-04-07,6694.25,6725.15,6650.4,6695.05,133947319,6707.01,6753.46
2014-04-09,6722.0,6808.7,6705.1,6796.2,169794626,8892.66,6736.4395
2014-04-10,6803.05,6819.05,6777.3,6796.4,191125947,9079.6,6822.464
2014-04-11,6758.35,6789.35,6743.15,6776.3,140734579,7463.19,6834.809
2014-04-15,6792.7,6813.4,6711.75,6733.1,123197822,7100.26,6802.7305
2014-04-16,6727.25,6748.65,6665.15,6675.3,119768833,6168.64,6826.1714
2014-04-17,6695.45,6783.05,6684.4,6779.4,131488368,6952.58,6761.554
2014-04-21,6789.25,6825.45,6786.9,6817.65,111840313,5711.98,6796.1523
2014-04-22,6822.9,6838.0,6806.25,6815.35,114693049,5636.78,6841.5156
2014-04-23,6823.25,6861.6,6820.75,6840.8,182972972,9247.25,6854.3286
2014-04-25,6855.8,6869.85,6772.85,6782.75,154320793,8021.33,6877.1143
2014-04-28,6778.55,6786.25,6750.3,6761.25,118162668,6297.18,6885.0063
2014-04-29,6769.0,6779.7,6708.65,6715.25,115511531,5459.34,6799.4956
2014-04-30,6724.95,6780.15,6656.8,6696.4,161106871,7066.78,6792.836
2014-05-02,6709.95,6737.65,6689.5,6694.8,114275323,5030.42,6796.1514
2014-05-05,6681.65,6741.05,6680.45,6699.35,104989653,4881.32,6754.3926
2014-05-06,6719.25,6743.45,6701.9,6715.3,88291413,4168.72,6757.7725
2014-05-07,6708.6,6718.75,6642.9,6652.55,114099791,6513.29,6761.2305
2014-05-08,6669.9,6688.4,6638.55,6659.85,101549745,5413.39,6736.2817
2014-05-09,6654.15,6871.35,6652.15,6858.8,166442779,8027.14,6705.1074
2014-05-12,6863.4,7020.05,6862.9,7014.25,157725090,8475.17,6891.0576
2014-05-13,7080.0,7172.35,7067.15,7108.75,232221733,10573.11,7045.5107
2014-05-14,7112.0,7142.25,7080.9,7108.75,177204155,9395.8,7197.46
2014-05-15,7111.3,7152.55,7082.55,7123.15,186848485,8947.95,7158.7417
2014-05-16,7270.2,7563.5,7130.65,7203.0,393156741,21057.07,7165.3496
2014-05-19,7276.85,7291.1,7193.55,7263.55,316246557,15228.6,7598.8394
2014-05-20,7309.95,7353.65,7247.7,7275.5,255333095,11139.51,7300.7812
2014-05-21,7274.85,7287.15,7206.7,7252.9,203137825,9544.12,7366.465
2014-05-22,7289.95,7319.55,7258.15,7276.4,240943899,10104.55,7301.404
2014-05-23,7306.5,7381.0,7293.9,7367.1,259638086,12002.13,7339.5815
2014-05-26,7428.75,7504.0,7269.05,7359.05,273236339,13203.73,7405.913
2014-05-27,7363.1,7372.95,7274.75,7318.0,168599276,7931.22,7533.429
2014-05-28,7324.95,7344.75,7302.6,7329.65,175595609,8929.71,7387.014
2014-05-29,7316.6,7325.4,7224.4,7235.65,241115398,13385.17,7358.395
2014-05-30,7254.85,7272.5,7118.45,7229.95,312152571,13837.29,7342.2656
2014-06-02,7264.05,7368.6,7239.5,7362.5,169891181,7833.43,7289.658
2014-06-03,7375.35,7424.95,7342.15,7415.85,234680218,10354.94,7393.904
