Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr),Predicted High
06-08-2012,5260.85,5293.2,5260.85,5282.55,103148076,4271.5,5289.5474
07-08-2012,5295.4,5350.1,5281.65,5336.7,130431591,5226.33,5340.1406
08-08-2012,5345.25,5377.6,5331.05,5338,165954895,6069.12,5401.37
09-08-2012,5348.3,5368.2,5312.1,5322.95,181419777,6763.23,5438.12
10-08-2012,5308.2,5330.1,5294.1,5320.4,130090985,6540.77,5436.5293
13-08-2012,5316.35,5352.45,5309.05,5347.9,107578773,4678.33,5401.8984
14-08-2012,5343.25,5387.05,5328.8,5380.35,109794400,4742.47,5407.045
16-08-2012,5385.95,5390.65,5356.65,5362.95,133996943,5285.5,5437.4595
17-08-2012,5368.6,5399.95,5341.7,5366.3,134985473,5262.34,5449.494
21-08-2012,5368.7,5425.15,5368.7,5421,124343357,4986.5,5458.053
22-08-2012,5395.75,5433.35,5394.8,5412.85,103103501,4156.18,5478.745
23-08-2012,5426.15,5448.6,5393.85,5415.35,127995889,5462.34,5490.1963
24-08-2012,5392.6,5399.65,5371,5386.7,114346965,4520.37,5503.4634
27-08-2012,5387.85,5399.15,5346.65,5350.25,89987572,3882.41,5467.736
28-08-2012,5348.05,5359.25,5312.6,5334.6,123683723,4771,5454.7954
29-08-2012,5343.85,5345.5,5282.7,5287.8,157470632,4581.21,5422.007
30-08-2012,5268.6,5342.8,5255.05,5315.05,226494000,8374.69,5402.6567
31-08-2012,5298.2,5303.25,5238.9,5258.5,167393902,6600.58,5397.649
03-09-2012,5276.5,5295.8,5243.15,5253.75,110380869,4015.55,5367.86
04-09-2012,5249.15,5278.35,5233.2,5274,106316880,3726.52,5354.097
05-09-2012,5243.9,5259.5,5215.7,5225.7,126162071,4904.68,5339.2246
06-09-2012,5217.65,5260.6,5217.65,5238.4,134008569,4622.16,5321.9917
07-09-2012,5309.45,5347.15,5309.2,5342.1,149584722,5590.04,5319.4033
08-09-2012,5343.65,5366.3,5343.45,5358.7,11221064,376.34,5387.81
10-09-2012,5361.9,5375.45,5349.1,5363.45,109607506,4183.01,5425.139
11-09-2012,5336.1,5393.35,5332.1,5390,112878090,4081.42,5438.9976
12-09-2012,5404.45,5435.55,5393.95,5431,139920871,4885.71,5453.3184
13-09-2012,5435.2,5447.45,5421.85,5435.35,110774177,4199.37,5488.3906
14-09-2012,5528.35,5586.65,5526.95,5577.65,233783031,9263.53,5506.5337
17-09-2012,5631.75,5652.2,5585.15,5610,258912780,10924.57,5617.9004
18-09-2012,5602.4,5620.55,5586.45,5600.05,175488961,7272.63,5700.8467
20-09-2012,5536.95,5581.35,5534.9,5554.25,165684942,6768.88,5691.0366
21-09-2012,5577,5720,5575.45,5691.15,278023825,11101.32,5648.288
24-09-2012,5691.95,5709.85,5662.75,5669.6,210419441,8380.56,5742.8926
25-09-2012,5674.9,5702.7,5652.45,5673.9,341387116,12551.6,5764.5464
26-09-2012,5653.4,5672.8,5638.65,5663.45,170771069,6754.98,5758.1553
27-09-2012,5673.75,5693.7,5639.7,5649.5,238991690,9368.11,5729.1836
28-09-2012,5684.8,5735.15,5683.45,5703.3,163660805,6948.17,5736.3613
01-10-2012,5704.75,5722.95,5694,5718.8,123138510,4798.17,5772.8887
03-10-2012,5727.7,5743.25,5715.8,5731.25,165037864,6654.02,5773.528
04-10-2012,5751.55,5807.25,5751.35,5787.6,171404290,6954.74,5787.0625
05-10-2012,5815,5815.35,4888.2,5746.95,255569804,12995.8,5841.094
08-10-2012,5751.85,5751.85,5666.2,5676,142319000,5853.56,5861.6597
09-10-2012,5708.15,5728.65,5677.9,5704.6,119300415,5047.01,5812.5454
10-10-2012,5671.15,5686.5,5647.05,5652.15,126294361,4564.39,5777.3525
11-10-2012,5663.5,5721.1,5636.95,5708.05,148283847,6542.71,5736.5845
12-10-2012,5681.7,5725,5659.35,5676.05,130076802,6475.3,5755.4956
15-10-2012,5674.25,5693.7,5651.05,5687.25,93693482,3962.97,5768.36
16-10-2012,5705.6,5714,5635.6,5648,117415701,5043.3,5747.44
17-10-2012,5681.1,5684.35,5633.9,5660.25,123974371,5259.46,5757.0615
18-10-2012,5675.3,5722.5,5650.55,5718.7,144097860,6264.78,5738.0957
19-10-2012,5703.3,5711.7,5660,5684.25,124262817,5410.95,5762.727
22-10-2012,5667.6,5721.55,5658.05,5717.15,103372318,4994.75,5763.032
23-10-2012,5715.65,5720.8,5681.45,5691.4,81501427,3803.5,5769.7563
25-10-2012,5688.8,5718.75,5685.7,5705.3,158343061,7359.34,5771.095
26-10-2012,5683.55,5697.2,5641.75,5664.3,101663820,4718.97,5769.4907
29-10-2012,5665.2,5698.3,5645.1,5665.6,93555816,3953.86,5751.9243
30-10-2012,5656.35,5689.9,5589.9,5597.9,116678775,5550.86,5747.97
31-10-2012,5596.75,5624.4,5583.05,5619.7,112075316,4918.55,5741.7197
01-11-2012,5609.85,5649.75,5601.95,5645.05,107393402,4633.11,5689.0054
02-11-2012,5696.35,5711.3,5682.55,5697.7,111162841,4924.33,5694.5435
05-11-2012,5693.05,5709.2,5679.5,5704.2,74829213,3236.08,5749.3164
06-11-2012,5694.1,5730.8,5693.65,5724.4,115018796,4677.92,5764.5557
07-11-2012,5718.6,5777.3,5711.4,5760.1,133740615,5242.18,5782.595
08-11-2012,5709,5744.5,5693.95,5738.75,117590261,4883.9,5822.853
09-11-2012,5731.1,5751.7,5677.75,5686.25,98763127,4833.64,5806.3193
12-11-2012,5688.45,5718.9,5665.75,5683.7,92702799,4082.62,5803.584
13-11-2012,5689.7,5698.25,5660.35,5666.95,16516842,680.72,5776.8784
15-11-2012,5650.35,5651.65,5603.55,5631,133979470,5554.05,5752.8125
16-11-2012,5624.8,5650.15,5559.8,5574.05,121900570,4996.15,5710.9727
19-11-2012,5577.3,5592.75,5549.25,5571.4,106988015,4336.84,5699.962
20-11-2012,5604.8,5613.7,5548.35,5571.55,107481297,4399.93,5655.386
21-11-2012,5582.5,5620.2,5561.4,5614.8,105148728,4228.47,5660.8296
22-11-2012,5628.6,5643.35,5608,5627.75,94058612,3867.76,5671.779
23-11-2012,5635.45,5637.75,5593.55,5626.6,85082220,3213.06,5694.1562
26-11-2012,5648.65,5649.2,5623.45,5635.9,79291426,3246.23,5696.0186
27-11-2012,5658.5,5733.2,5658,5727.45,134407735,5380.95,5703.9424
29-11-2012,5736.7,5833.5,5736.1,5825,207295475,9110.93,5772.218
30-11-2012,5836,5885.25,5827.85,5879.85,257047977,10777.34,5871.0947
03-12-2012,5878.25,5899.15,5854.6,5870.95,113423350,4726.68,5935.385
04-12-2012,5866.8,5894.95,5859,5889.25,131020191,4816.7,5955.7373
05-12-2012,5906.6,5917.8,5891.35,5900.5,139653957,5583.78,5950.472
06-12-2012,5926.3,5942.55,5838.9,5930.9,140267080,5667.65,5963.0312
07-12-2012,5934,5949.85,5888.65,5907.4,127607078,5722.45,5984.9697
10-12-2012,5916.05,5919.95,5888.1,5908.9,95975757,4339.84,5995.209
11-12-2012,5923.8,5965.15,5865.45,5898.8,137415161,6403.06,5971.7837
12-12-2012,5917.8,5924.6,5874.25,5888,132665649,6117.63,5999.998
13-12-2012,5900.35,5907.45,5841.35,5851.5,136616335,5976.15,5976.3237
14-12-2012,5846.9,5886.1,5839.15,5879.6,115159830,5012.83,5954.0566
17-12-2012,5860.5,5886.05,5850.15,5857.9,109547002,4998.19,5931.9673
18-12-2012,5873.6,5905.8,5823.15,5896.8,148907334,6740.66,5927.5933
19-12-2012,5917.3,5939.4,5910.8,5929.6,149439204,6731.27,5944.383
20-12-2012,5934.45,5937.6,5881.45,5916.4,123911218,5390.76,5977.1143
21-12-2012,5888,5888,5841.65,5847.7,141152911,5603.96,5984.0615
24-12-2012,5869,5871.9,5844.7,5855.75,85336999,3433.98,5943.8047
26-12-2012,5864.95,5917.3,5859.55,5905.6,83871326,3447.53,5918.6025
27-12-2012,5930.2,5930.8,5864.7,5870.1,139613235,5955.51,5950.517
28-12-2012,5887.15,5915.75,5879.5,5908.35,89669021,3863.47,5972.9067
01-01-2013,5937.65,5963.9,5935.2,5950.85,77902745,3298.74,5965.765
02-01-2013,5982.6,6006.05,5982,5993.25,116057389,4992.9,6000.775
03-01-2013,6015.8,6017,5986.55,6009.5,99989933,4883.13,6044.551
04-01-2013,6011.95,6020.75,5981.55,6016.15,113232990,5191.38,6062.899
07-01-2013,6042.15,6042.15,5977.15,5988.4,110248018,5093.62,6067.137
08-01-2013,5983.45,6007.05,5964.4,6001.7,109937502,5247.74,6083.0913
09-01-2013,6006.2,6020.1,5958.45,5971.5,129635568,6462.35,6057.969
10-01-2013,5998.8,6005.15,5947.3,5968.65,129767384,6191.88,6060.0537
11-01-2013,6012.4,6018.85,5940.6,5951.3,128022002,8228.71,6049.9556
14-01-2013,5967.2,6036.9,5962.15,6024.05,134711348,7279.83,6058.452
15-01-2013,6037.85,6068.5,6018.6,6056.6,138364003,6978.26,6076.2744
16-01-2013,6049,6055.95,5992.05,6001.85,128985952,6172.67,6106.385
17-01-2013,6001.25,6053.2,5988.1,6039.2,178954867,7569.17,6103.15
18-01-2013,6059.85,6083.4,6048.3,6064.4,186460701,8321.15,6097.547
21-01-2013,6085.75,6094.35,6065.1,6082.3,130866385,6065.99,6119.9204
22-01-2013,6080.15,6101.3,6040.5,6048.5,129041713,5744.09,6134.9644
23-01-2013,6052.85,6069.8,6021.15,6054.3,136989190,5932.29,6143.0645
24-01-2013,6046.2,6065.3,6007.85,6019.35,185210189,7884.14,6118.299
25-01-2013,6024.5,6080.55,6014.45,6074.65,147587200,6384.65,6106.983
28-01-2013,6082.1,6088.4,6061.4,6074.8,113113004,5592.39,6117.735
29-01-2013,6064.7,6111.8,6042.45,6049.9,157553752,8261.34,6128.239
30-01-2013,6065,6071.95,6044.15,6055.75,124222858,6220.8,6149.7627
31-01-2013,6045.65,6058.05,6025.15,6034.75,168516750,8753.14,6122.6416
01-02-2013,6040.95,6052.95,5983.2,5998.9,159271140,6189.27,6102.465
04-02-2013,6025.2,6038.5,5981.25,5987.25,141741868,6166.05,6094.4263
05-02-2013,5948.2,5970.35,5946.9,5956.9,136227506,5332.28,6082.465
06-02-2013,5988.05,5990.9,5953.15,5959.2,157815926,5865.83,6025.633
07-02-2013,5936.45,5978.5,5927.6,5938.8,157647191,5555.4,6028.13
08-02-2013,5929.1,5953.7,5883.65,5903.5,192607376,6761.75,6023.598
11-02-2013,5920.05,5924.15,5879.1,5897.85,121958667,5506.43,6003.7886
12-02-2013,5894.35,5927.65,5886.45,5922.5,142844560,4844.11,5975.744
13-02-2013,5943.15,5969.5,5922.95,5932.95,142636632,5714.83,5972.7827
14-02-2013,5933.2,5940.2,5884.55,5896.95,143830565,7125.55,6008.3594
15-02-2013,5869.95,5899.95,5853.9,5887.4,125091945,5187.91,5995.8696
18-02-2013,5888.65,5911,5878.45,5898.2,114284193,4187.19,5958.1436
19-02-2013,5900.2,5947.55,5883.15,5939.7,100984778,3743.8,5957.047
20-02-2013,5966.3,5971,5937.55,5943.05,135354164,5330.7,5988.9243
21-02-2013,5909.65,5921.15,5844.4,5852.25,159401234,6407.29,6017.555
22-02-2013,5837.95,5873.8,5835.8,5850.3,157046865,5487.58,5983.5664
25-02-2013,5870.55,5878.4,5825,5854.75,125128736,4851.54,5933.726
26-02-2013,5838.3,5838.85,5748.6,5761.35,157360222,5842.04,5925.1904
27-02-2013,5784.9,5818.2,5749.7,5796.9,175165933,6202.31,5895.1265
28-02-2013,5834.35,5849.9,5671.9,5693.05,334852895,12964.2,5871.972
01-03-2013,5702.45,5739.45,5679.9,5719.7,174517984,6877.59,5893.69
04-03-2013,5704.7,5712,5663.6,5698.5,144887325,5778.72,5814.4956
05-03-2013,5722.45,5790.1,5722.4,5784.25,154406134,6321.31,5769.446
06-03-2013,5816.4,5828.7,5795.05,5818.6,156901392,6244.47,5824.392
07-03-2013,5801.3,5878,5801.3,5863.3,134679762,5676.89,5875.838
08-03-2013,5883.65,5952.85,5883,5945.7,150781148,6214.19,5927.4116
11-03-2013,5946.1,5971.2,5930.35,5942.35,125384918,5688.38,5997.7817
12-03-2013,5944.6,5952,5893.65,5914.1,115944389,5098.38,6026.9824
13-03-2013,5884.8,5893.85,5842.25,5851.2,116710808,4950.09,6012.59
14-03-2013,5845.95,5920.15,5791.75,5908.95,149008437,7204.09,5957.4
15-03-2013,5914.9,5945.65,5861,5872.6,152156666,6984.19,5962.3315
18-03-2013,5816.75,5850.2,5814.35,5835.25,102663402,4690.01,5987.55
19-03-2013,5859.5,5863.6,5724.3,5745.95,182311867,8255.03,5918.5073
20-03-2013,5740.55,5745.3,5682.3,5694.4,187624850,7103.68,5908.322
21-03-2013,5705.9,5757.75,5647.95,5658.75,179177573,7053.93,5815.7925
22-03-2013,5659.8,5691.45,5631.8,5651.35,165293291,5909.38,5801.224
25-03-2013,5707.3,5718.4,5624.4,5633.85,150388821,5683.44,5751.9844
26-03-2013,5613.75,5655.3,5612.05,5641.6,126500524,4939.19,5762.345
28-03-2013,5647.75,5692.95,5604.85,5682.55,209658945,8372.35,5720.37
01-04-2013,5697.35,5720.95,5675.9,5704.4,97779717,3683.38,5738.7583
02-04-2013,5701.7,5754.6,5687.15,5748.1,106423845,4262.15,5770.0234
03-04-2013,5740.2,5744.95,5650.1,5672.9,140713330,5313.95,5805.508
04-04-2013,5640.65,5644.45,5565.65,5574.75,134586976,5000.44,5805.8896
05-04-2013,5568.1,5577.3,5534.7,5553.25,137461477,5281.57,5723.168
08-04-2013,5550.5,5569.2,5537.05,5542.95,97021471,3673.21,5645.209
09-04-2013,5568.75,5603.05,5487,5495.1,138184712,5485.91,5621.6416
10-04-2013,5536.25,5569.25,5477.2,5558.7,128558760,5387.08,5648.648
11-04-2013,5601.65,5610.65,5542.85,5594,146828501,6469.38,5634.1333
12-04-2013,5520.7,5544.5,5494.9,5528.55,127323273,7447.27,5661.999
15-04-2013,5508.5,5592.85,5500.3,5568.4,142918219,7133.92,5619.5063
16-04-2013,5562.45,5699.25,5555.85,5688.95,142679244,5943.06,5643.102
17-04-2013,5708.65,5732.15,5669,5688.7,154575403,7304.1,5736.9697
18-04-2013,5682.7,5794.35,5681.85,5783.1,149883469,6588.7,5789.401
22-04-2013,5789.85,5844.85,5789.8,5834.4,135095797,6073.25,5846.689
23-04-2013,5843.1,5844.3,5791.55,5836.9,132218357,5366.87,5897.338
25-04-2013,5856.1,5924.6,5853.3,5916.3,199597725,9211.66,5904.7344
26-04-2013,5899.75,5907.05,5860.5,5871.45,141311877,6840.01,5964.8794
29-04-2013,5877.6,5918.65,5868.8,5904.1,118882089,5364.86,5964.788
30-04-2013,5932.6,5962.3,5867.8,5930.2,153186197,6699.02,5968.165
02-05-2013,5911.4,6019.45,5910.95,5999.35,162376438,7277.43,6002.0913
03-05-2013,5993.5,6000.3,5930.15,5944,145754275,6590.91,6056.0874
06-05-2013,5944.9,5976.5,5928.45,5971.05,110166713,4612.49,6052.2417
07-05-2013,5983.45,6050.5,5982.95,6043.55,136372981,5572.16,6026.8804
08-05-2013,6064.15,6083.55,6024.95,6069.3,122278698,5159.97,6077.987
09-05-2013,6078.35,6084.7,6040.45,6050.15,109997276,5164.76,6119.564
10-05-2013,6046.25,6105.3,6045.6,6094.75,111351573,5162.22,6128.011
11-05-2013,6088.2,6114.55,6084.15,6107.25,7991165,355.74,6142.8315
13-05-2013,6098.2,6104.95,5972.9,5980.45,107948706,4633.05,6152.2427
14-05-2013,5989.7,6026.2,5970.05,5995.4,119265483,4921.65,6145.029
15-05-2013,6018.85,6157.1,6018.85,6146.75,153892843,7240.73,6078.118
16-05-2013,6128.25,6187.3,6128.25,6169.9,158635506,6733.31,6166.046
17-05-2013,6172.95,6199.95,6146.15,6187.3,147280254,5870.44,6219.108
20-05-2013,6198,6229.45,6146.05,6156.9,122252978,5589.97,6238.648
21-05-2013,6152.35,6180.25,6102.35,6114.1,130589228,5122.71,6263.0474
22-05-2013,6127.05,6147.6,6074.45,6094.5,133763685,5837.19,6226.514
23-05-2013,6050.4,6081.45,5955.7,5967.05,198930489,8230.1,6187.6587
24-05-2013,6010.7,6015.3,5936.8,5983.55,161622562,6193,6125.6123
27-05-2013,5989.4,6099.9,5975.55,6083.15,115115365,4961.15,6059.0264
28-05-2013,6086.35,6127.65,6055.4,6111.25,139668916,5481.14,6115.162
29-05-2013,6120.45,6125.05,6069.8,6104.3,120205054,5135.8,6159.8086
30-05-2013,6072.15,6133.75,6072.15,6124.05,194092801,7794.82,6168.249
31-05-2013,6098.7,6106.25,5975.55,5985.95,175311989,7223.11,6174.6323
03-06-2013,5997.35,6011,5916.35,5939.3,112123535,5702.24,6152.764
04-06-2013,5941.1,5981.6,5910.25,5919.45,114450873,4990.51,6069.167
05-06-2013,5908.3,5935.2,5883.7,5923.85,110223279,4691.39,6024.3887
06-06-2013,5895,5956.55,5869.5,5921.4,114174694,4961.54,5981.5186
07-06-2013,5900.05,5972.7,5871.3,5881,118346364,4888.65,5992.3267
10-06-2013,5907.9,5931.65,5857.4,5878,100130739,4304.75,6013.637
11-06-2013,5848.75,5868.05,5780.35,5788.8,180902123,6695.57,5987.855
12-06-2013,5771.75,5792.9,5738.6,5760.2,140394424,5894.04,5929.154
13-06-2013,5709.35,5729.85,5683.1,5699.1,142041404,5462.45,5854.8066
14-06-2013,5748.95,5819.4,5739.4,5808.4,124410018,5121.33,5788.6567
17-06-2013,5820.4,5854.9,5770.25,5850.05,107160887,4560.84,5848.116
18-06-2013,5841.9,5863.4,5804.3,5813.6,117541145,4591.91,5900.793
19-06-2013,5805.75,5828.4,5777.9,5822.25,115539008,4643.17,5920.687
20-06-2013,5754.15,5755,5645.65,5655.9,198400131,7148,5894.5264
21-06-2013,5639.9,5686.15,5616.85,5667.65,182410583,6697.18,5826.1514
24-06-2013,5638.05,5640,5566.25,5590.25,193488581,6308.88,5753.0483
25-06-2013,5606.95,5666.25,5570.25,5609.1,196571543,6792.49,5700.6133
26-06-2013,5627.95,5635.25,5579.35,5588.7,160095940,5939.3,5712.9575
27-06-2013,5647.95,5699.35,5630.95,5682.35,239029425,9184.29,5698.167
28-06-2013,5749.5,5852.95,5749.5,5842.2,214402430,8753.33,5745.7
01-07-2013,5834.1,5904.35,5822.2,5898.85,144794030,5405.72,5883.6777
02-07-2013,5885.5,5898.8,5852.3,5857.55,145721790,5163.09,5961.3545
03-07-2013,5811.95,5815,5760.4,5770.9,160523863,5219.24,5967.591
04-07-2013,5794.75,5848.2,5786.05,5836.95,151929179,5429.87,5893.1714
05-07-2013,5889.95,5900.45,5858.45,5867.9,123586417,4303.93,5894.7993
08-07-2013,5833.15,5833.85,5775.55,5811.55,127624733,4823.52,5940.5957
09-07-2013,5834.6,5864.95,5834.6,5859,110427867,4661.55,5900.547
10-07-2013,5869.9,5879.35,5802.85,5816.7,117516350,4820.53,5910.8516
11-07-2013,5894.5,5948.85,5887.95,5935.1,120195681,4882.29,5927.215
12-07-2013,6000.5,6019,5951.15,6009,127707078,6591.27,5986.8813
15-07-2013,5991.2,6038.2,5980.95,6030.8,116275729,4641.97,6058.4385
16-07-2013,5930.8,5966.05,5910.95,5955.25,151162819,5915.8,6088.5483
17-07-2013,5972.25,5989.8,5926.75,5973.3,191516153,8349.59,6031.6763
18-07-2013,5984.7,6051.1,5974.55,6038.05,171728134,7774.83,6030.526
19-07-2013,6057.2,6066.85,6020.25,6029.2,163311714,7987.75,6081.8047
22-07-2013,6009.75,6064.15,6004.25,6031.8,115168337,5117.19,6108.743
23-07-2013,6064.3,6093.35,6061.3,6077.8,126469251,5459.62,6110.197
24-07-2013,6032.2,6047.25,5962.6,5990.5,151931749,6413.64,6131.1724
25-07-2013,5970.4,5990.65,5896.4,5907.5,237081135,8762.77,6098.328
26-07-2013,5937.95,5944.5,5869.5,5886.2,174535664,6419.86,6041.728
29-07-2013,5869.95,5886,5825.8,5831.65,173430612,4812.3,5990.913
30-07-2013,5836.05,5861.3,5747.6,5755.05,181489174,6006.91,5934.554
31-07-2013,5738.35,5752.1,5675.75,5742,235469131,8717.16,5904.29
01-08-2013,5776.9,5808.5,5676.85,5727.85,216762208,7164.04,5814.766
02-08-2013,5750.05,5761.85,5649,5677.9,222494469,6350.26,5838.646
05-08-2013,5682.4,5721,5661.5,5685.4,197167952,5575.21,5816.7266
06-08-2013,5664.9,5664.9,5521.8,5542.25,216227972,6424.42,5779.012
07-08-2013,5549.3,5561.45,5486.85,5519.1,245010773,7725.23,5726.367
08-08-2013,5510.05,5577.6,5510.05,5565.65,204918722,6968.85,5633.348
12-08-2013,5606.7,5644.1,5557.1,5612.4,195708484,7063.92,5624.0234
13-08-2013,5600.25,5704.75,5578.9,5699.3,222997337,7073.34,5682.6157
14-08-2013,5715.4,5754.55,5690.2,5742.3,223656483,6970.2,5751.5605
16-08-2013,5705.45,5716.6,5496.05,5507.85,248094094,8807.27,5808.5767
19-08-2013,5497.55,5499.65,5360.65,5414.75,219672819,6713.03,5789.482
20-08-2013,5353.45,5417.8,5306.35,5401.45,261052792,7982.22,5607.1606
21-08-2013,5494.45,5504.1,5268.45,5302.55,255004311,8509.29,5489.1143
22-08-2013,5282.8,5418.95,5254.05,5408.45,284468531,9075.86,5534.3164
23-08-2013,5428.75,5478.8,5377.8,5471.75,251511910,7763.2,5493.831
26-08-2013,5499.4,5528.7,5454.45,5476.5,241996358,6465.02,5528.869
27-08-2013,5426.5,5427.4,5274.25,5287.45,306037010,8236.84,5582.881
28-08-2013,5233.45,5317.7,5118.85,5285,335993745,10705.51,5518.339
29-08-2013,5316.5,5428.9,5303,5409.05,326499273,10580.48,5409.0415
30-08-2013,5407.45,5493.3,5360.2,5471.8,336401705,11431.52,5465.6685
02-09-2013,5480.25,5564.9,5478.85,5550.75,214232444,6135.94,5542.4756
03-09-2013,5574.7,5580.95,5323.75,5341.45,250298844,7304.81,5619.9775
04-09-2013,5358.65,5460.25,5318.9,5448.1,237230494,7252.61,5649.9404
05-09-2013,5553.75,5625.75,5552.7,5592.95,274937515,9484.19,5556.4976
06-09-2013,5617.45,5688.6,5566.15,5680.4,253030740,8821.54,5653.6084
10-09-2013,5738.5,5904.85,5738.2,5896.75,275244175,10307.97,5737.4893
11-09-2013,5887.25,5924.35,5832.7,5913.15,265006808,7980.51,5927.6733
12-09-2013,5931.15,5932,5815.8,5850.7,272987246,7667.76,5989.726
13-09-2013,5828,5884.3,5822.9,5850.6,190768447,6403.37,5996.145
16-09-2013,5930.3,5957.25,5798.15,5840.55,219455842,7819.05,5949.5405
17-09-2013,5824.2,5857.8,5804.9,5850.2,157938740,5550.64,5990.2334
18-09-2013,5872.75,5916.9,5840.2,5899.45,153585493,5369.63,5922.918
19-09-2013,6044.15,6142.5,6040.15,6115.55,287191701,11291.28,5948.0366
20-09-2013,6104.55,6130.95,5932.85,6012.1,318645265,11587.18,6140.8413
23-09-2013,5945.8,5989.4,5871.4,5889.75,188322506,6596.17,6183.008
24-09-2013,5855,5938.4,5854.55,5892.45,187578148,7002.84,6065.593
25-09-2013,5901.55,5910.55,5811.1,5873.85,200162195,6988.96,5985.551
26-09-2013,5872.8,5917.65,5864.1,5882.25,220589737,7761.99,5946.656
27-09-2013,5905.55,5909.2,5819.3,5833.2,163067913,5303.31,5948.2847
30-09-2013,5801.05,5810.2,5718.5,5735.3,155674706,5642.77,5947.018
01-10-2013,5756.1,5786.45,5700.95,5780.05,159247089,5075.7,5869.442
03-10-2013,5819.1,5917.6,5802.7,5909.7,199793235,7481.97,5829.8823
04-10-2013,5891.3,5950.45,5885,5907.3,191469248,6052.47,5929.821
07-10-2013,5889.05,5912,5825.85,5906.15,156387945,5348.49,5989.37
08-10-2013,5975,5981.7,5913,5928.4,158527593,5950.47,5969.711
09-10-2013,5893.25,6015.5,5877.1,6007.45,192037125,6904.96,6014.9526
10-10-2013,6001.05,6033.95,5979.8,6020.95,159607329,6163.68,6054.6196
11-10-2013,6104.85,6107.6,6046.4,6096.2,180834257,8283.09,6076.8936
14-10-2013,6093,6124.1,6082.9,6112.7,142173640,5989.37,6138.797
15-10-2013,6147.55,6156.3,6056.55,6089.05,218304334,6745.02,6166.2515
17-10-2013,6098.5,6110.75,6032.55,6045.85,230561463,8158.31,6194.4233
18-10-2013,6070.9,6201.45,6070.9,6189.35,250339955,8353.23,6161.476
21-10-2013,6202,6218.95,6163.3,6204.95,196989071,7341.25,6223.073
22-10-2013,6192.3,6220.1,6181.8,6202.8,161943721,5850.72,6254.959
23-10-2013,6209.55,6217.95,6116.6,6178.35,188285223,6921.65,6260.0938
24-10-2013,6162.8,6252.45,6142.95,6164.35,176235553,6737.2,6256.317
25-10-2013,6154,6174.75,6125.95,6144.9,144531462,5582.82,6281.9175
28-10-2013,6155.1,6168.75,6094.1,6101.1,146340691,5282.79,6224.9844
29-10-2013,6107.55,6228.05,6079.2,6220.9,197348371,7572.87,6203.2305
30-10-2013,6230.8,6269.2,6222.6,6251.7,177583848,6861.84,6249.3
31-10-2013,6237.15,6309.05,6235.9,6299.15,239607127,9560.54,6297.574
01-11-2013,6289.75,6332.6,6286.95,6307.2,191639789,7371.92,6340.5146
03-11-2013,6332.05,6342.95,6311.15,6317.35,23856924,858.24,6367.091
05-11-2013,6282.15,6304.75,6244.3,6253.15,181053761,6598.06,6378.2036
06-11-2013,6260.55,6269.7,6208.7,6215.15,157080263,5461.18,6346.5024
07-11-2013,6228.9,6288.95,6180.8,6187.25,168832431,6274.13,6307.8613
08-11-2013,6170.15,6185.15,6120.95,6140.75,150051986,5977.34,6315.2827
11-11-2013,6110.4,6141.65,6067.75,6078.8,146060450,5678.81,6235.89
12-11-2013,6087.25,6108.7,6011.75,6018.05,153812590,5646.24,6180.688
13-11-2013,5998.85,6042.25,5972.45,5989.6,162538228,6738.41,6145.7554
14-11-2013,6037,6101.65,6036.65,6056.15,154913925,5872.61,6088.8438
18-11-2013,6111.05,6196.8,6110.4,6189,163991212,6279.02,6126.4834
19-11-2013,6197.25,6212.4,6180.2,6203.35,161514064,6020.17,6220.056
20-11-2013,6186.85,6204.35,6106.95,6122.9,155794838,5493.72,6257.27
21-11-2013,6096.5,6097.35,5985.4,5999.05,137232011,5457.87,6254.2515
22-11-2013,6027.35,6049.6,5972.8,5995.45,134755917,4804.74,6162.289
25-11-2013,6035.95,6123.5,6035.95,6115.35,127195086,5113.81,6098.0605
26-11-2013,6099.25,6112.7,6047.75,6059.1,150661397,5975.26,6146.6777
27-11-2013,6062.7,6074,6030.3,6057.1,124875896,4780.5,6157.447
28-11-2013,6092,6112.95,6068.3,6091.85,195315802,6589.55,6127.8984
29-11-2013,6103.9,6182.5,6103.8,6176.1,190711115,5487.36,6150.9883
02-12-2013,6171.15,6228.7,6171.15,6217.85,145948276,5294.15,6215.685
03-12-2013,6204.25,6225.4,6191.4,6201.85,156852586,5474.29,6269.4043
04-12-2013,6187.95,6209.15,6149.9,6160.95,186169067,5561.95,6275.965
05-12-2013,6262.45,6300.55,6232,6241.1,186060466,7519.34,6259.0815
06-12-2013,6234.4,6275.35,6230.75,6259.9,158539890,5692.11,6326.8623
09-12-2013,6415,6415.25,6345,6363.9,198285630,8117.57,6323.935
10-12-2013,6354.7,6362.25,6307.55,6332.85,242412856,8646.17,6432.853
11-12-2013,6307.2,6326.6,6280.25,6307.9,148196394,5672.66,6415.6895
12-12-2013,6276.75,6286.85,6230.55,6237.05,148533899,5175.39,6373.631
13-12-2013,6201.3,6208.6,6161.4,6168.4,169650657,6403.01,6328.8516
16-12-2013,6168.35,6183.25,6146.05,6154.7,146451539,5445.51,6255.4663
17-12-2013,6178.2,6190.55,6133,6139.05,154174701,5676.19,6219.368
18-12-2013,6129.95,6236,6129.95,6217.15,243250558,7498.21,6222.2188
